Phồn_thể,Giản_thể,Pinyin,Phiên_âm_Hán_Việt,Số_âm_HV,Tần_suất_rank
黔,黔,qián,kiềm,1,2064
嫣,嫣,yān,yên,1,2065
輓,挽,wǎn,vãn,1,2066
挽,挽,wǎn,vãn,1,2066
妹,妹,mèi,muội,1,2067
卸,卸,xiè,tá,1,2068
乙,乙,yǐ,ất,1,2069
竈,灶,zào,táo,1,2070
灶,灶,zào,táo,1,2070
娌,娌,lǐ,lý,1,2071
浩,浩,hào,hạo,1,2072
諭,谕,yù,dụ,1,2073
谕,谕,yù,~dụ,1,2073
鏟,铲,chǎn,sạn,1,2074
铲,铲,chǎn,sản,1,2074
浼,浼,měi,miễn / mỗi,2,2075
駝,驼,tuó,đà,1,2076
驼,驼,tuó,đà,1,2076
擱,搁,gē,các / gác,2,2077
搁,搁,gē,~gác,1,2077
斧,斧,fǔ,phủ / búa,2,2078
鐢,鐢,fan2,phàn,1,2079
艇,艇,tǐng,đĩnh,1,2080
觸,触,chù,xúc,1,2081
触,触,chù,~xúc,1,2081
飾,饰,shì,sức,1,2082
饰,饰,shì,~sức,1,2082
屏,屏,píng,bình / bính,2,2083
瑕,瑕,xiá,hà,1,2084
籠,笼,lóng,lung / lồng / lộng,3,2085
笼,笼,lóng,~lồng,1,2085
氣,气,qì,khí,1,2086
鑰,钥,yào,thược,1,2087
岄,岄,yue4,nguyệt,1,2088
嵌,嵌,qiàn,khảm,1,2089
畔,畔,pàn,bạn,1,2090
倘,倘,tǎng,thảng / thẳng,2,2091
変,変,biàn,biến,1,2092
膠,胶,jiāo,giao / keo,2,2093
胶,胶,jiāo,giao,1,2093
萊,莱,lái,lai,1,2094
莱,莱,lái,lai,1,2094
呂,吕,lǚ,lữ / lã,2,2095
吕,吕,lǚ,~lã,1,2095
鹤,鹤,hè,hạc,1,2096
渠,渠,qú,cừ / cự,2,2097
佣,佣,yōng,dong,1,2098
傭,佣,yōng,dong / dung,2,2098
傅,傅,fù,phó / phụ,2,2099
逛,逛,guàng,cuống,1,2100
迫,迫,pò,bách / bức / bài,3,2101
凍,冻,dòng,đống / đông,2,2102
冻,冻,dòng,đống,1,2102
醇,醇,chún,thuần,1,2103
邁,迈,mài,mại,1,2104
迈,迈,mài,mại,1,2104
奸,奸,jiān,gian,1,2105
滃,滃,wēng,ổng,1,2106
偽,伪,wěi,nguỵ,1,2107
僞,伪,wěi,ngụy / nguỵ,2,2107
伪,伪,wěi,~vĩ,1,2107
偅,偅,zhòng,chổng,1,2108
潑,泼,pō,bát,1,2109
泼,泼,pō,bát,1,2109
鏢,镖,biāo,tiêu / phiêu / tiu,3,2110
镖,镖,biāo,~tiêu,1,2110
壩,坝,bà,bá,1,2111
垻,坝,bà,bá,1,2111
坝,坝,bà,bá,1,2111
熙,熙,xī,hây / hy,2,2112
瑰,瑰,guī,côi / khôi,2,2113
粵,粤,yuè,việt,1,2114
粤,粤,yuè,~việt,1,2114
鳳,凤,fèng,phượng,1,2115
凤,凤,fèng,~phượng,1,2115
晴,晴,qíng,tình / tạnh,2,2116
樻,樻,kuì,quỹ,1,2117
疊,叠,dié,điệp,1,2118
叠,叠,dié,điệp,1,2118
霍,霍,huò,hoắc,1,2119
撕,撕,sī,tê / ty,2,2120
虹,虹,hóng,hồng,1,2121
膝,膝,xī,tất,1,2122
霳,霳,long2,long,1,2123
佹,佹,guǐ,quỷ,1,2124
豫,豫,yù,dự / tạ,2,2125
坦,坦,tǎn,thản / đất,2,2126
稜,棱,léng,lăng / săng / lắng,3,2127
棱,棱,léng,lăng / săng,2,2127
宅,宅,zhái,trạch,1,2128
裘,裘,qiú,cừu,1,2129
龜,龟,guī,quy / quân / cưu / khưu,4,2130
龟,龟,guī,~quy,1,2130
憋,憋,biē,biệt,1,2131
鋁,铝,lǚ,lữ,1,2132
铝,铝,lǚ,~lữ,1,2132
芯,芯,xīn,tâm,1,2133
丐,丐,gài,cái,1,2134
斡,斡,wò,quản / oát,2,2135
痰,痰,tán,đàm / đờm,2,2136
叢,丛,cóng,tùng,1,2137
丛,丛,cóng,~tùng,1,2137
午,午,wǔ,ngọ,1,2138
潭,潭,tán,đàm / đằm,2,2139
脾,脾,pí,tỳ / tì,2,2140
蕭,萧,xiāo,tiêu,1,2141
萧,萧,xiāo,tiêu,1,2141
薇,薇,wēi,vi / vy,2,2142
鈉,钠,nà,nột,1,2143
钠,钠,nà,~nột,1,2143
撮,撮,cuō,toát,1,2144
沐,沐,mù,mộc / múc,2,2145
遮,遮,zhē,già,1,2146
唇,唇,chún,thần,1,2147
脣,唇,chún,thần,1,2147
昭,昭,zhāo,chiêu,1,2148
嗭,嗭,zhí,~thực,1,2149
蔭,荫,yīn,ấm,1,2150
廕,荫,yìn,ấm,1,2150
荫,荫,yīn,~nhân,1,2150
鋒,锋,fēng,phong,1,2151
锋,锋,fēng,phong,1,2151
孟,孟,mèng,mạnh / mãng,2,2152
羞,羞,xiū,tu,1,2153
酥,酥,sū,tô,1,2154
鈦,钛,tài,thái,1,2155
钛,钛,tài,thái,1,2155
幸,幸,xìng,hạnh,1,2156
循,循,xún,tuần,1,2157
旺,旺,wàng,vượng,1,2158
寸,寸,cùn,thốn,1,2159
瓜,瓜,guā,qua,1,2160
鍘,铡,zhá,trát,1,2161
閮,閮,ting2,đình,1,2162
恕,恕,shù,thứ,1,2163
塘,塘,táng,đường,1,2164
賤,贱,jiàn,tiện,1,2165
贱,贱,jiàn,tiến,1,2165
煨,煨,wēi,ôi / ổi / oi,3,2166
凝,凝,níng,ngưng,1,2167
材,材,cái,tài,1,2168
貪,贪,tān,tham,1,2169
贪,贪,tān,tham,1,2169
誇,夸,kuā,khoa,1,2170
夸,夸,kuā,khoa / khỏa,2,2170
椒,椒,jiāo,tiêu,1,2171
貌,貌,mào,mạo / mộc,2,2172
枕,枕,zhěn,chẩm / chấm / chẳm,3,2173
嗕,嗕,rù,nhóc,1,2174
宿,宿,sù,túc / tú,2,2175
尺,尺,chǐ,xích / chỉ / thước,3,2176
禪,禅,chán,thiền / thiện,2,2177
禅,禅,chán,thiền,1,2177
拂,拂,fú,phất / phật / bật,3,2178
溶,溶,róng,dung / dong / ròng,3,2179
賠,赔,péi,bồi,1,2180
赔,赔,péi,bồi,1,2180
驅,驱,qū,khu / xúi,2,2181
驱,驱,qū,~xúi,1,2181
振,振,zhèn,chấn / chân,2,2182
敕,敕,chì,sắc,1,2183
蓉,蓉,róng,dung / dong / rong,3,2184
嗣,嗣,sì,tự,1,2185
丸,丸,wán,hoàn,1,2186
攪,搅,jiǎo,giảo,1,2187
搅,搅,jiǎo,giảo,1,2187
芳,芳,fāng,phương,1,2188
镍,镍,niè,niết,1,2189
扛,扛,káng,giang / giăng / gánh / khiêng,4,2190
攤,摊,tān,than / nặn,2,2191
摊,摊,tān,than,1,2191
途,途,tú,đồ,1,2192
幼,幼,yòu,ấu,1,2193
諫,谏,jiàn,gián,1,2194
谏,谏,jiàn,gián,1,2194
鏅,鏅,xiu1,tu,1,2195
嶈,嶈,qiang1,cường,1,2196
謹,谨,jǐn,cẩn,1,2197
谨,谨,jǐn,~cẩn,1,2197
霜,霜,shuāng,sương,1,2198
騫,骞,qiān,khiên / kiển,2,2199
骞,骞,qiān,khiên,1,2199
汞,汞,gǒng,cống / hống,2,2200
獄,狱,yù,ngục,1,2201
狱,狱,yù,~ngục,1,2201
销,销,xiāo,tiêu,1,2202
頻,频,pín,tần,1,2203
频,频,pín,tần,1,2203
坪,坪,píng,bình,1,2204
閩,闽,mǐn,mân,1,2205
闽,闽,mǐn,mẫn,1,2205
咀,咀,jǔ,trớ / tứ / thở / chuỷ,4,2206
梍,梍,zào,~tạo,1,2207
延,延,yán,duyên / diên / dang,3,2208
掏,掏,tāo,đào,1,2209
昏,昏,hūn,hôn,1,2210
析,析,xī,tích,1,2211
鼠,鼠,shǔ,thử,1,2212
烘,烘,hōng,hồng / hong,2,2213
籗,籗,zhuo2,trác,1,2214
范,范,fàn,phạm,1,2215
誅,诛,zhū,tru,1,2216
诛,诛,zhū,~chư,1,2216
栽,栽,zāi,tài / tải,2,2217
漫,漫,màn,mạn / man,2,2218
燴,烩,huì,quái,1,2219
烩,烩,huì,~quái,1,2219
眨,眨,zhǎ,trát,1,2220
篃,篃,mèi,mị,1,2221
裙,裙,qún,quần,1,2222
享,享,xiǎng,hưởng,1,2223
鲢,鲢,lián,~liên,1,2224
攀,攀,pān,phàn / phan,2,2225
犲,犲,chái,sài,1,2226
胎,胎,tāi,thai,1,2227
账,账,zhàng,trướng,1,2228
犳,犳,zhuo2,trác,1,2229
貝,贝,bèi,bối / buổi,2,2230
贝,贝,bèi,~buổi,1,2230
乳,乳,rǔ,nhũ / vú,2,2231
杜,杜,dù,đỗ,1,2232
濱,滨,bīn,tân,1,2233
滨,滨,bīn,~tần,1,2233
牧,牧,mù,mục,1,2234
冤,冤,yuān,oan,1,2235
喘,喘,chuǎn,suyễn,1,2236
戝,戝,zéi,~tặc,1,2237
浑,浑,hún,~hồn,1,2238
傝,傝,tan4,than,1,2239
敝,敝,bì,tệ,1,2240
韋,韦,wéi,vi,1,2241
韦,韦,wéi,~vi,1,2241
啪,啪,pā,ba,1,2242
夋,夋,qūn,xuân,1,2243
妥,妥,tuǒ,thỏa / thoả,2,2244
衰,衰,shuāi,suy / thôi / súy,3,2245
焉,焉,yān,yên / diên / vờn,3,2246
鎬,镐,hào,cảo / cào / hạo,3,2247
棵,棵,kē,quả / khỏa / khoả,3,2248
釋,释,shì,thích / dịch,2,2249
释,释,shì,~thích,1,2249
聊,聊,liáo,liêu,1,2250
壽,寿,shòu,thọ,1,2251
寿,寿,shòu,thọ,1,2251
咦,咦,yí,di,1,2252
奈,奈,nài,nại,1,2253
屯,屯,tún,đồn / truân,2,2254
甘,甘,gān,cam,1,2255
暮,暮,mù,mộ,1,2256
鍜,鍜,xiá,hà,1,2257
寵,宠,chǒng,sủng,1,2258
宠,宠,chǒng,trủng,1,2258
籌,筹,chóu,trù,1,2259
筹,筹,chóu,~trù,1,2259
遵,遵,zūn,tuân,1,2260
汁,汁,zhī,trấp / chấp / hiệp,3,2261
鄧,邓,dèng,đặng,1,2262
邓,邓,dèng,đặng,1,2262
剁,剁,duò,đoá,1,2263
噢,噢,ō,úc / ủ,2,2264
娑,娑,suō,sa,1,2265
伽,伽,jiā,già,1,2266
瑙,瑙,nǎo,não,1,2267
虘,虘,cuo2,thoa,1,2268
锜,锜,qí,kì,1,2269
衫,衫,shān,sam / oam,2,2270
卜,卜,bo / bǔ,bốc,1,2271
奼,姹,chà,xá,1,2272
姹,姹,chà,xá,1,2272
效,效,xiào,hiệu,1,2273
霸,霸,bà,bá / phách,2,2274
佐,佐,zuǒ,tá,1,2275
巡,巡,xún,tuần,1,2276
揀,拣,jiǎn,giản / luyến / gióng,3,2277
拣,拣,jiǎn,~gióng,1,2277
盟,盟,méng,minh,1,2278
糟,糟,zāo,tao,1,2279
乞,乞,qǐ,khất / khí,2,2280
咳,咳,hāi,hài / khái / cay,3,2281
嫂,嫂,sǎo,tẩu / dâu,2,2282
涉,涉,shè,thiệp,1,2283
紀,纪,jì,kỷ / kỉ,2,2284
纪,纪,jì,kỉ,1,2284
窖,窖,jiào,giáo / diếu,2,2285
鍵,键,jiàn,kiện,1,2286
键,键,jiàn,kiện,1,2286
售,售,shòu,thụ,1,2287
缸,缸,gāng,hang / cong / cang,3,2288
圭,圭,guī,khuê / quê,2,2289
蟹,蟹,xiè,giải,1,2290
盧,卢,lú,lô / lư,2,2291
卢,卢,lú,~lô,1,2291
葷,荤,hūn,huân,1,2292
荤,荤,hūn,~hôn,1,2292
宰,宰,zǎi,tể,1,2293
符,符,fú,phù / bùa,2,2294
肅,肃,sù,túc,1,2295
肃,肃,sù,túc,1,2295
勮,勮,ju4,cự,1,2296
悲,悲,bēi,bi,1,2297
渔,渔,yú,~ngư,1,2298
帥,帅,shuài,soái / suất / súy,3,2299
帅,帅,shuài,~soái,1,2299
熸,熸,jiān,tiêm,1,2300
藻,藻,zǎo,tảo,1,2301
宏,宏,hóng,hoành,1,2302
箢,箢,yuān,~uyên,1,2303
閭,闾,lǘ,lư,1,2304
椅,椅,yǐ,y / ỷ,2,2305
株,株,zhū,chu / châu / chò,3,2306
藉,藉,jí,tạ / chạ / tá / tịch,4,2307
徙,徙,xǐ,tỉ / tỷ,2,2308
紗,纱,shā,sa,1,2309
纱,纱,shā,sa,1,2309
繕,缮,shàn,thiện,1,2310
菊,菊,jú,cúc,1,2311
丰,丰,fēng,phong,1,2312
贫,贫,pín,tần,1,2313
勪,勪,jue2,quyết,1,2314
貸,贷,dài,thải / thắc,2,2315
贷,贷,dài,thái,1,2315
闈,闱,wéi,vi,1,2316
吏,吏,lì,lại,1,2317
嚼,嚼,jué,tước,1,2318
禿,秃,tū,ngốc / thóc / thốc,3,2319
秃,秃,tū,thóc,1,2319
庢,庢,zhi4,chí,1,2320
輦,辇,niǎn,liễn,1,2321
辇,辇,niǎn,liễn,1,2321
鹵,卤,lǔ,lỗ,1,2322
滷,卤,lǔ,lỗ,1,2322
卤,卤,lǔ,lỗ,1,2322
嬫,嬫,róng,~vanh,1,2323
弗,弗,fú,phất,1,2324
岡,冈,gāng,cương,1,2325
冈,冈,gāng,~cương,1,2325
揖,揖,yī,ấp / ập,2,2326
械,械,xiè,giới,1,2327
喇,喇,lǎ,lạt,1,2328
博,博,bó,bác,1,2329
桑,桑,sāng,tang,1,2330
昆,昆,kūn,côn / con,2,2331
構,构,gòu,cấu,1,2332
构,构,gòu,khấu,1,2332
逾,逾,yú,du,1,2333
棚,棚,péng,bằng,1,2334
陡,陡,dǒu,đẩu,1,2335
鳩,鸠,jiū,cưu,1,2336
鸠,鸠,jiū,~cưu,1,2336
堪,堪,kān,kham,1,2337
企,企,qǐ,xí,1,2338
瑞,瑞,ruì,thụy / thuỵ,2,2339
适,适,shì / kuò,quát,1,2340
攏,拢,lǒng,long,1,2341
拢,拢,lǒng,lũng,1,2341
匾,匾,biǎn,biển,1,2342
噷,噷,hm,hâm / hăm,2,2343
韻,韵,yùn,vận,1,2344
韵,韵,yùn,vận / vần,2,2344
惠,惠,huì,huệ,1,2345
滇,滇,diān,điền / chan,2,2346
豹,豹,bào,báo / beo,2,2347
嵋,嵋,méi,mi / my,2,2348
促,促,cù,xúc,1,2349
瓷,瓷,cí,từ / tư / sứ,3,2350
繀,繀,suì,~huệ,1,2351
縐,绉,zhòu,sô / trứu,2,2352
绉,绉,zhòu,~sô,1,2352
勯,勯,dān,đan,1,2353
帽,帽,mào,mạo / mão,2,2354
彥,彦,yàn,ngạn,1,2355
彦,彦,yàn,~ngạn,1,2355
醋,醋,cù,thố,1,2356
耙,耙,bà / pá,ba / bá / bà / bồ / bừa,5,2357
膳,膳,shàn,thiện,1,2358
桩,桩,zhuāng,~trang,1,2359
獅,狮,shī,sư,1,2360
狮,狮,shī,~sư,1,2360
誠,诚,chéng,thành,1,2361
诚,诚,chéng,~thành,1,2361
鐫,镌,juān,tuyên,1,2362
啗,啗,dàn,đạm,1,2363
剿,剿,jiǎo,tiễu,1,2364
旱,旱,hàn,hạn,1,2365
闀,闀,hong4,hồng,1,2366
殲,歼,jiān,tiêm,1,2367
歼,歼,jiān,tiêm,1,2367
鈔,钞,chāo,sao / sáo,2,2368
钞,钞,chāo,sao,1,2368
閬,阆,làng,lang / lãng,2,2369
艷,艳,yàn,diễm,1,2370
豔,艳,yàn,diễm,1,2370
艳,艳,yàn,diễm,1,2370
逸,逸,yì,dật,1,2371
鑳,鑳,jiàn,kiện,1,2372
埌,埌,làng,lãng,1,2373
狹,狭,xiá,hiệp / hẹp,2,2374
狭,狭,xiá,~hẹp,1,2374
暢,畅,chàng,sướng,1,2375
畅,畅,chàng,~trướng,1,2375
贯,贯,guàn,quán,1,2376
嘻,嘻,xī,hi,1,2377
暴,暴,bào,bạo / bộc,2,2378
森,森,sēn,sâm / chùm,2,2379
頰,颊,jiá,giáp,1,2380
颊,颊,jiá,giáp,1,2380
捷,捷,jié,tiệp / thiệp,2,2381
瀵,瀵,fèn,~phẫn,1,2382
悔,悔,huǐ,hối / hổi,2,2383
炎,炎,yán,viêm / đàm / diễm,3,2384
姥,姥,lǎo,mỗ / lão / mụ,3,2385
潃,潃,xiǔ,~tưu,1,2386
斤,斤,jīn,cân / cấn,2,2387
欄,栏,lán,lan / lang / lơn / lườn / giàn / ràn / lán,7,2388
栏,栏,lán,~lườn,1,2388
罐,罐,guàn,quán,1,2389
陶,陶,táo,đào / giao,2,2390
羹,羹,gēng,canh / lang,2,2391
龢,龢,hé,hoà / hòa,2,2392
垬,垬,hong2,hồng,1,2393
硫,硫,liú,lưu,1,2394
璺,璺,wèn,vấn,1,2395
鈾,铀,yóu,do,1,2396
铀,铀,yóu,~do,1,2396
匠,匠,jiàng,tượng,1,2397
搴,搴,qiān,khiên,1,2398
鱷,鳄,è,ngạc,1,2399
鰐,鳄,è,ngạc,1,2399
鳄,鳄,è,ngạc,1,2399
簿,簿,bù,bộ / bạ / bạc,3,2400
幽,幽,yōu,u,1,2401
浙,浙,zhè,chiết,1,2402
脹,胀,zhàng,trướng,1,2403
胀,胀,zhàng,trướng,1,2403
佑,佑,yòu,hữu / hựu,2,2404
唬,唬,hǔ,hổ,1,2405
薪,薪,xīn,tân,1,2406
警,警,jǐng,cảnh / khểnh,2,2407
塌,塌,tā,tháp,1,2408
楞,楞,léng,lăng,1,2409
茅,茅,máo,mao,1,2410
桶,桶,tǒng,dũng / thùng,2,2411
欏,椤,luó,la,1,2412
捆,捆,kǔn,khổn,1,2413
悉,悉,xī,tất / tạt,2,2414
罕,罕,hǎn,hãn,1,2415
鏀,鏀,lu3,lộ,1,2416
嗘,嗘,ji1,ký,1,2417
婆,婆,pó,bà,1,2418
申,申,shēn,thân,1,2419
阅,阅,yuè,~duyệt,1,2420
勭,勭,tong2,đồng,1,2421
彬,彬,bīn,bân / băn,2,2422
黎,黎,lí,lê,1,2423
裕,裕,yù,dụ / dịu,2,2424
梯,梯,tī,thê,1,2425
蔥,葱,cōng,thông,1,2426
葱,葱,cōng,thông,1,2426
齡,龄,líng,linh,1,2427
龄,龄,líng,~linh,1,2427
捎,捎,shāo,sao / siếu,2,2428
螺,螺,luó,loa,1,2429
皖,皖,wǎn,hoàn / hoán / hoãn,3,2430
摹,摹,mó,mô / mò,2,2431
杉,杉,shān,sam,1,2432
澧,澧,lǐ,lễ,1,2433
藩,藩,fān,phiên / phan,2,2434
墮,堕,duò,đọa / đoạ / huy,3,2435
預,预,yù,dự,1,2436
预,预,yù,~dự,1,2436
鏍,鏍,luo2,lạc,1,2437
鵝,鹅,é,nga,1,2438
鹅,鹅,é,nga,1,2438
嘩,哗,huā,hoa,1,2439
譁,哗,huá,hoa,1,2439
哗,哗,huā,oa,1,2439
挾,挟,xié,hiệp / giáp / tiệp / xáp,4,2440
挟,挟,xié,~huề,1,2440
欐,欐,lì,lệ,1,2441
錚,铮,zhēng,tranh / trành,2,2442
铮,铮,zhēng,~chiêng,1,2442
贛,赣,gàn,cống / cám,2,2443
赣,赣,gàn,~cống,1,2443
訣,诀,jué,quyết,1,2444
诀,诀,jué,quyết,1,2444
醬,酱,jiàng,tương,1,2445
酱,酱,jiàng,trướng,1,2445
鐜,鐜,dui1,đối,1,2446
錐,锥,zhuī,trùy / truy / duì,3,2447
锥,锥,zhuī,~duì,1,2447
哀,哀,āi,ai,1,2448
涘,涘,sì,sĩ,1,2449
琳,琳,lín,lâm,1,2450
俞,俞,yú,du / dũ,2,2451
堕,堕,duò,đoạ,1,2452
夔,夔,kuí,quỳ,1,2453
蒿,蒿,hāo,hao,1,2454
辱,辱,rǔ,nhục / nhọc,2,2455
碟,碟,dié,điệp,1,2456
曼,曼,màn,mạn / man,2,2457
挪,挪,nuó,na / ná,2,2458
慈,慈,cí,từ,1,2459
鐒,铹,láo,lao,1,2460
芝,芝,zhī,chi,1,2461
怡,怡,yí,di,1,2462
栖,栖,qī,tê / thê,2,2463
棲,栖,qī,tê / thê,2,2463
籃,篮,lán,lam / xờm,2,2464
篮,篮,lán,lam,1,2464
兔,兔,tù,thỏ,1,2465
厄,厄,è,ách / ngỏa,2,2466
竊,窃,qiè,thiết,1,2467
窃,窃,qiè,tiết,1,2467
驛,驿,yì,dịch,1,2468
驿,驿,yì,dịch,1,2468
莎,莎,shā,toa / sa,2,2469
貢,贡,gòng,cống,1,2470
贡,贡,gòng,cống,1,2470
餌,饵,ěr,nhị / nhử,2,2471
饵,饵,ěr,nhị,1,2471
煌,煌,huáng,hoàng,1,2472
嗆,呛,qiāng,sang / sặc,2,2473
呛,呛,qiāng,~sang,1,2473
哉,哉,zāi,tai,1,2474
暱,暱,nì,nật,1,2475
榻,榻,tà,tháp,1,2476
澳,澳,ào,úc / áo,2,2477
薛,薛,xuē,tiết,1,2478
拴,拴,shuān,thuyên,1,2479
盾,盾,dùn,thuẫn,1,2480
緱,缑,gōu,câu,1,2481
耕,耕,gēng,canh,1,2482
脂,脂,zhī,chi,1,2483
勤,勤,qín,cần,1,2484
巢,巢,cháo,sào,1,2485
擇,择,zé,trạch,1,2486
择,择,zé,~trạch,1,2486
坠,坠,zhuì,~truỵ,1,2487
氮,氮,dàn,đạm,1,2488
樺,桦,huà,hoa,1,2489
帕,帕,pà,mạt / phách / phạ,3,2490
鉀,钾,jiǎ,giáp,1,2491
钾,钾,jiǎ,giáp,1,2491
亯,亯,xiǎng,hanh,1,2492
咧,咧,liě,liệt / lác,2,2493
嶄,崭,zhǎn,tiệm / sàm / chởm,3,2494
研,研,yán,nghiên / nghiện / nghiền / nghiến,4,2495
膩,腻,nì,nị / nhị,2,2496
腻,腻,nì,nhị,1,2496
枉,枉,wǎng,uổng,1,2497
祐,祐,yòu,hữu,1,2498
糞,粪,fèn,phân / phẩn,2,2499
粪,粪,fèn,~phân,1,2499
誨,诲,huì,hối,1,2500
诲,诲,huì,hối,1,2500
啃,啃,kěn,khẳng,1,2501
娉,娉,pīng,phinh,1,2502
戜,戜,dié,~điệp,1,2503
柜,柜,guì,quỹ / cử / cự,3,2504
裏,里,lǐ,lý / lịa,2,2505
邑,邑,yì,ấp,1,2506
僱,雇,gù,cố,1,2507
雇,雇,gù,cố,1,2507
嬩,嬩,yu2,ngọc,1,2508
債,债,zhài,trái,1,2509
债,债,zhài,sái,1,2509
屁,屁,pì,thí,1,2510
滋,滋,zī,tư,1,2511
胈,胈,bá,bạt,1,2512
芒,芒,máng,mang,1,2513
艾,艾,ài,ngải / nghệ,2,2514
鑷,镊,niè,nhiếp,1,2515
饌,馔,zhuàn,soạn,1,2516
馔,馔,zhuàn,~soạn,1,2516
凹,凹,āo,ao,1,2517
敷,敷,fū,phu,1,2518
菑,菑,zāi,tai / tri,2,2519
畜,畜,chù,súc / sục / húc / sộc / xộc / róc,6,2520
寓,寓,yù,ngụ,1,2521
禰,祢,mí,nỉ / nễ,2,2522
扳,扳,bān,ban / bản / bẳn / phan,4,2523
育,育,yù,dục,1,2524
鞘,鞘,qiào,sao / tiếu,2,2525
拰,拰,nǐn,nhúm,1,2526
脆,脆,cuì,thúy / thuý,2,2527
慮,虑,lǜ,lự / lư,2,2528
虑,虑,lǜ,~lự,1,2528
顛,颠,diān,điên,1,2529
颠,颠,diān,điên,1,2529
囧,囧,jiǒng,quýnh,1,2530
庝,庝,tong2,đồng,1,2531
佷,佷,hěn,hận,1,2532
嬌,娇,jiāo,kiều,1,2533
娇,娇,jiāo,~kiều,1,2533
飼,饲,sì,tự,1,2534
饲,饲,sì,~tự,1,2534
庡,庡,yi3,nghĩa,1,2535
檢,检,jiǎn,kiểm / ghém,2,2536
检,检,jiǎn,~ghém,1,2536
鎚,锤,chuí,chùy / chuỳ,2,2537
锤,锤,chuí,~chuy,1,2537
傑,杰,jié,kiệt,1,2538
杰,杰,jié,kiệt,1,2538
涅,涅,niè,niết / nết,2,2539
樞,枢,shū,xu,1,2540
枢,枢,shū,~xu,1,2540
馮,冯,féng,phùng / bằng,2,2541
冯,冯,féng,phùng,1,2541
丞,丞,chéng,thừa / chưng,2,2542
搓,搓,cuō,tha / sai,2,2543
澤,泽,zé,trạch / rạch,2,2544
泽,泽,zé,~trách,1,2544
絹,绢,juàn,quyên,1,2545
绢,绢,juàn,quyến,1,2545
卑,卑,bēi,ti,1,2546
磅,磅,bàng,bàng / bảng,2,2547
殷,殷,yīn,ân / an / ẩn,3,2548
綋,綋,hong2,hồng,1,2549
趟,趟,tàng,tranh / thảng,2,2550
擰,拧,níng,ninh,1,2551
拧,拧,níng,~ninh,1,2551
辑,辑,jí,~tập,1,2552
镶,镶,xiāng,~tương,1,2553
啞,哑,yǎ,ách / á / nha,3,2554
哑,哑,yǎ,~ách,1,2554
巾,巾,jīn,cân,1,2555
播,播,bō,bá / bả / vá,3,2556
庶,庶,shù,thứ,1,2557
綰,绾,wǎn,oản,1,2558
绾,绾,wǎn,oản,1,2558
腊,腊,là,tịch,1,2559
臘,腊,là,lạp / chạp,2,2559
映,映,yìng,ánh,1,2560
獾,獾,huān,hoan,1,2561
痒,痒,yǎng,dương / dưỡng,2,2562
癢,痒,yǎng,dưỡng / dạng,2,2562
祥,祥,xiáng,tường,1,2563
軒,轩,xuān,hiên,1,2564
轩,轩,xuān,khiên,1,2564
爽,爽,shuǎng,sảng / sửng,2,2565
嚭,嚭,pǐ,phỉ,1,2566
捅,捅,tǒng,thống / thòng,2,2567
犱,犱,ji3,ký,1,2568
署,署,shǔ,thự / thợ,2,2569
匪,匪,fěi,phỉ,1,2570
贈,赠,zèng,tặng,1,2571
赠,赠,zèng,tắng,1,2571
餐,餐,cān,xan,1,2572
乖,乖,guāi,quai,1,2573
氬,氩,yà,á,1,2574
叛,叛,pàn,phản / bạn,2,2575
陝,陕,shǎn,thiểm,1,2576
陕,陕,shǎn,thiểm,1,2576
澄,澄,chéng,trừng / chừng,2,2577
挎,挎,kuà,khoá,1,2578
癌,癌,ái,nham / ngai,2,2579
隸,隶,lì,lệ,1,2580
隶,隶,lì,đãi,1,2580
槦,槦,yong1,dụng,1,2581
脅,胁,xié,hiếp,1,2582
胁,胁,xié,~hiếp,1,2582
澹,澹,dàn,đạm / đàm,2,2583
濮,濮,pú,bộc,1,2584
怯,怯,qiè,khiếp,1,2585
邏,逻,luó,la / lạ,2,2586
逻,逻,luó,la,1,2586
刨,刨,páo,bào,1,2587
詠,咏,yǒng,vịnh,1,2588
咏,咏,yǒng,vịnh / vẳng,2,2588
瘤,瘤,liú,lựu,1,2589
仿,仿,fǎng,phỏng / phảng,2,2590
吟,吟,yín,ngâm,1,2591
眠,眠,mián,miên,1,2592
鐩,𬭼,suì,~toại,1,2593
儒,儒,rú,nho,1,2594
蕃,蕃,bō / fān,phồn / phiền / phiên,3,2595
溅,溅,jiàn,~tuồn,1,2596
牡,牡,mǔ,mẫu,1,2597
畏,畏,wèi,úy / uý,2,2598
危,危,wēi,nguy,1,2599
邢,邢,xíng,hình,1,2600
檀,檀,tán,đàn,1,2601
恆,恒,héng,hằng / căng / cắng,3,2602
恒,恒,héng,hằng / căng / cắng,3,2602
澆,浇,jiāo,kiêu / nghiêu / nhau / nhiều / nhão,5,2603
浇,浇,jiāo,~kiêu,1,2603
芥,芥,jiè,giới,1,2604
蒲,蒲,pú,bồ,1,2605
默,默,mò,mặc,1,2606
獵,猎,liè,liệp / lốp,2,2607
猎,猎,liè,~liệp,1,2607
禹,禹,yǔ,vũ,1,2608
忒,忒,tè,thắc,1,2609
捻,捻,niǎn,niệp / niệm / nạm,3,2610
耗,耗,hào,hao / háo / mao / mạo,4,2611
頌,颂,sòng,tụng,1,2612
颂,颂,sòng,tụng,1,2612
夎,夎,cuo4,thoa,1,2613
